id,user_id,created_at,updated_at,name,category,color,image_url,processed_image_url,texture,primary_color,fabric_primary,pattern_type,fit_type,length,style_aesthetic,formality_level,style_notes_detailed,suitable_occasions,season,weather_suitability,pattern_description,item_type,original_image_url
004db072-0da6-4a60-951f-a60a320fd007,dbbab5f2-4198-4c76-bd46-3e6cde319de7,2025-11-16 03:49:41.158339+00,2025-11-16 03:49:41.158339+00,Black Corduroy Long Sleeve Shirt,Tops,#000000,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/dbbab5f2-4198-4c76-bd46-3e6cde319de7/wardrobe_gen_1763264979493_0_Black-Corduroy-Long-Sleeve-Shirt.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/dbbab5f2-4198-4c76-bd46-3e6cde319de7/wardrobe_gen_1763264979493_0_Black-Corduroy-Long-Sleeve-Shirt.png,corduroy_ridges,#000000,corduroy,solid,regular_fit,regular,"[""casual"",""smart_casual""]",casual,Regular fit black corduroy shirt with long sleeves and button-up closure. The shirt has a classic collar and no visible pockets. The corduroy fabric adds a subtle textured look to the garment.,"[""everyday"",""casual_outing""]","[""fall"",""winter""]",moderate,,,
005258c7-380e-4591-b201-702273494fb5,a708caad-40de-44c4-b9bf-4ba2832b8f47,2025-11-13 04:01:44.225575+00,2025-11-13 04:01:44.225575+00,Gray Pants,Bottoms,#D3D3D3,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/a708caad-40de-44c4-b9bf-4ba2832b8f47/wardrobe_gen_1763006500361_1_Gray-Pants.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/a708caad-40de-44c4-b9bf-4ba2832b8f47/wardrobe_gen_1763006500361_1_Gray-Pants.png,smooth,,,,,,,,,,,,,,
00564512-a2d2-4b0f-9583-0217dbdb3d58,c99409f9-34bb-4094-9ea6-17099fe9574a,2025-11-08 18:58:58.768556+00,2025-11-08 18:58:58.768556+00,Dark Wash Jeans,Bottoms,#343A40,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/c99409f9-34bb-4094-9ea6-17099fe9574a/wardrobe_gen_1762628334219_1_Dark-Wash-Jeans.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/c99409f9-34bb-4094-9ea6-17099fe9574a/wardrobe_gen_1762628334219_1_Dark-Wash-Jeans.png,textured,,,,,,,,,,,,,,
005e87ff-670d-4d94-901a-b74e4ab5abef,3c823a1c-e619-47c2-86a7-6b34c1643f04,2025-11-10 04:47:34.932647+00,2025-11-10 04:47:34.932647+00,Blue Jeans,Bottoms,#5D94C1,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/3c823a1c-e619-47c2-86a7-6b34c1643f04/wardrobe_gen_1762750047548_1_Blue-Jeans.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/3c823a1c-e619-47c2-86a7-6b34c1643f04/wardrobe_gen_1762750047548_1_Blue-Jeans.png,textured,,,,,,,,,,,,,,
009643d7-40e5-47ab-8b7e-80cc7316fd87,a53fcb53-dc74-4b3a-994a-0fe0a5e261a1,2025-11-11 01:21:18.878189+00,2025-11-11 01:21:18.878189+00,Denim Jacket,Outerwear,#A7C4D3,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/a53fcb53-dc74-4b3a-994a-0fe0a5e261a1/wardrobe_gen_1762824076542_0_Denim-Jacket.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/a53fcb53-dc74-4b3a-994a-0fe0a5e261a1/wardrobe_gen_1762824076542_0_Denim-Jacket.png,textured,,,,,,,,,,,,,,
0098550a-90c4-4b26-aa00-a4d3b5a046f9,9bcbd97f-4bc7-4530-90c7-ea110c19b294,2025-11-08 17:47:02.817682+00,2025-11-08 17:47:02.817682+00,Black Cat Ear Headband,Accessories,#000000,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/9bcbd97f-4bc7-4530-90c7-ea110c19b294/wardrobe_gen_1762624020011_0_Black-Cat-Ear-Headband.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/9bcbd97f-4bc7-4530-90c7-ea110c19b294/wardrobe_gen_1762624020011_0_Black-Cat-Ear-Headband.png,smooth,,,,,,,,,,,,,,
009e054e-97eb-488c-8bc3-834e36a70b3d,b00d0143-0d64-4040-975c-1e01101d2354,2025-12-07 10:14:59.811918+00,2025-12-07 10:14:59.811918+00,White Cotton Pants,Bottoms,,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/b00d0143-0d64-4040-975c-1e01101d2354/wardrobe_gen_1765102477623_0_White-Cotton-Pants.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/b00d0143-0d64-4040-975c-1e01101d2354/wardrobe_gen_1765102477623_0_White-Cotton-Pants.png,,,,,,,,,,,,,,Pants,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/b00d0143-0d64-4040-975c-1e01101d2354/wardrobe_gen_1765102477623_0_White-Cotton-Pants.png
00b55b68-17ef-4048-aeee-5e57f9610a3a,7aede7b4-700d-4c61-9d32-efe479d6543d,2025-11-10 07:45:48.339201+00,2025-11-10 07:45:48.339201+00,Brown Loafers,Shoes,#795548,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/7aede7b4-700d-4c61-9d32-efe479d6543d/wardrobe_gen_1762760743652_2_Brown-Loafers.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/7aede7b4-700d-4c61-9d32-efe479d6543d/wardrobe_gen_1762760743652_2_Brown-Loafers.png,smooth,,,,,,,,,,,,,,
00b6476d-c26f-4896-acb9-189db0846a3c,eb167c70-2e51-440c-a994-1b87dc62fd59,2025-12-03 08:44:30.375131+00,2025-12-03 08:44:39.38478+00,Pink Cotton T-Shirt,Tops,pink,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/eb167c70-2e51-440c-a994-1b87dc62fd59/wardrobe_gen_1764751469470_1_Pink-Cotton-T-Shirt.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/eb167c70-2e51-440c-a994-1b87dc62fd59/wardrobe_gen_1764751469470_1_Pink-Cotton-T-Shirt.png,smooth,pink,cotton,solid,regular,hip_length,"[""casual"",""minimalist""]",casual,A basic pink tee is a wardrobe staple. Pair with jeans or shorts for easy casual wear.,"[""everyday"",""college"",""brunch"",""casual_dinner""]","[""spring"",""summer""]",warm,"solid color, no pattern",T-shirt,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/eb167c70-2e51-440c-a994-1b87dc62fd59/wardrobe_gen_1764751469470_1_Pink-Cotton-T-Shirt.png
00c33c4e-9052-4923-b874-85f6d096656d,ba95bc7f-de1e-43b8-b4f5-ca2129af8adb,2025-11-24 17:32:24.605957+00,2025-11-24 17:32:24.605957+00,Black Short Sleeve T-Shirt,Tops,#000000,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/ba95bc7f-de1e-43b8-b4f5-ca2129af8adb/wardrobe_gen_1764005537400_0_Black-Short-Sleeve-T-Shirt.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/ba95bc7f-de1e-43b8-b4f5-ca2129af8adb/wardrobe_gen_1764005537400_0_Black-Short-Sleeve-T-Shirt.png,smooth,#000000,cotton,solid,regular,hip,"[""casual""]",casual,Classic black tee. Pair with jeans or dress pants.,"[""everyday""]","[""spring"",""summer"",""fall""]",all_weather,,,
00c65f3a-ee72-4f58-90b9-898a639fd397,991bc6f2-a0da-477c-a32b-d5bfde260fa8,2025-11-09 11:49:28.745785+00,2025-11-09 11:49:28.745785+00,Black Pants,Bottoms,#000000,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/991bc6f2-a0da-477c-a32b-d5bfde260fa8/wardrobe_gen_1762688968018_1_Black-Pants.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/991bc6f2-a0da-477c-a32b-d5bfde260fa8/wardrobe_gen_1762688968018_1_Black-Pants.png,smooth,,,,,,,,,,,,,,
00c702aa-03d3-42bf-9875-f3734f87600c,cd4b8879-2643-4f14-a672-9ba9b529e129,2025-12-09 08:45:59.375867+00,2025-12-09 08:46:10.546827+00,Blue Crochet Crop Top,Tops,blue,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/cd4b8879-2643-4f14-a672-9ba9b529e129/wardrobe_gen_1765269949847_2_Blue-Crochet-Crop-Top.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/cd4b8879-2643-4f14-a672-9ba9b529e129/wardrobe_gen_1765269949847_2_Blue-Crochet-Crop-Top.png,textured,blue,knit,geometric,regular,cropped,"[""bohemian"",""casual"",""artsy""]",casual,Style with high-waisted shorts and sandals for a cute summer look.,"[""everyday"",""casual_dinner"",""brunch"",""beach""]","[""spring"",""summer""]",warm,"geometric pattern with shades of blue, purple and white",crop top,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/cd4b8879-2643-4f14-a672-9ba9b529e129/wardrobe_gen_1765269949847_2_Blue-Crochet-Crop-Top.png
00dd67ac-ac53-442c-bee3-ffa92ca00bf7,7dbf8f6a-58e7-45fa-b479-675a716bcb4e,2025-12-01 15:45:04.070187+00,2025-12-01 15:45:04.070187+00,Black Long Sleeve Top,Tops,#000000,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/7dbf8f6a-58e7-45fa-b479-675a716bcb4e/wardrobe_gen_1764603860397_0_Black-Long-Sleeve-Top.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/7dbf8f6a-58e7-45fa-b479-675a716bcb4e/wardrobe_gen_1764603860397_0_Black-Long-Sleeve-Top.png,smooth,#000000,unknown,solid,regular,hip,"[""unknown""]",casual,Classic long sleeve top. Pairs well with jeans or a skirt for a casual everyday look.,"[""everyday""]","[""fall"",""winter""]",cool,,,
00e24d67-ead3-4f32-b517-6018cc4b176c,21bce37d-4b62-4d5a-b274-2b6802c6c8b1,2025-11-08 12:28:43.692473+00,2025-11-08 12:28:43.692473+00,Brown Crossbody Bag,Accessories,#A0522D,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/21bce37d-4b62-4d5a-b274-2b6802c6c8b1/wardrobe_gen_1762604922260_1_Brown-Crossbody-Bag.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/21bce37d-4b62-4d5a-b274-2b6802c6c8b1/wardrobe_gen_1762604922260_1_Brown-Crossbody-Bag.png,smooth,,,,,,,,,,,,,,
00e31842-e898-4897-95d8-a7c5ab1d68fb,6ee2aefe-98ff-4ab9-999a-deb5b6cd3678,2025-11-08 15:16:24.838356+00,2025-11-08 15:16:24.838356+00,Necklace,Accessories,#D4AF37,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/6ee2aefe-98ff-4ab9-999a-deb5b6cd3678/wardrobe_gen_1762614981384_3_Necklace.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/6ee2aefe-98ff-4ab9-999a-deb5b6cd3678/wardrobe_gen_1762614981384_3_Necklace.png,smooth,,,,,,,,,,,,,,
00e98b63-d52e-4d94-8897-95c4de50bf3a,3b94e370-5a51-4ce3-bd4d-d54d79c0d439,2025-11-09 16:46:45.24478+00,2025-11-09 16:46:45.24478+00,Sneakers,Shoes,#556B2F,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/3b94e370-5a51-4ce3-bd4d-d54d79c0d439/wardrobe_gen_1762706802498_2_Sneakers.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/3b94e370-5a51-4ce3-bd4d-d54d79c0d439/wardrobe_gen_1762706802498_2_Sneakers.png,textured,,,,,,,,,,,,,,
00f11fd6-33b5-4639-94c6-aaafecaad087,e10c2463-139b-4f7f-81ac-049be55fca27,2025-11-08 22:28:26.813574+00,2025-11-08 22:28:26.813574+00,Sunglasses,Accessories,#A0522D,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/e10c2463-139b-4f7f-81ac-049be55fca27/wardrobe_gen_1762640904717_2_Sunglasses.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/e10c2463-139b-4f7f-81ac-049be55fca27/wardrobe_gen_1762640904717_2_Sunglasses.png,smooth,,,,,,,,,,,,,,
00f12169-4c3d-42f6-ad8d-b6a357262098,88e41f30-bce4-40da-9f80-ab0dc557ca86,2025-12-03 15:06:08.245396+00,2025-12-03 15:06:14.815517+00,Black Ribbed Longsleeve Top,Tops,black,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/88e41f30-bce4-40da-9f80-ab0dc557ca86/wardrobe_gen_1764774366034_0_Black-Ribbed-Longsleeve-Top.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/88e41f30-bce4-40da-9f80-ab0dc557ca86/wardrobe_gen_1764774366034_0_Black-Ribbed-Longsleeve-Top.png,ribbed,black,knit,solid,slim,waist_length,"[""casual"",""streetwear"",""minimalist""]",casual,"A versatile basic, pair with jeans and sneakers for a casual vibe, or dress it up with a skirt and boots.","[""everyday"",""college"",""casual_dinner"",""brunch"",""evening_out""]","[""spring"",""summer"",""fall"",""winter""]",all_weather,"solid color, no pattern",Longsleeve Top,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/88e41f30-bce4-40da-9f80-ab0dc557ca86/wardrobe_gen_1764774366034_0_Black-Ribbed-Longsleeve-Top.png
00fa1a7a-c93c-438b-8538-6cd45a7e00f5,bc458b7d-97a8-490e-99e0-7de6616a4030,2025-11-08 15:56:18.355578+00,2025-11-08 15:56:18.355578+00,White Button-Down Shirt,Tops,#FFFFFF,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/bc458b7d-97a8-490e-99e0-7de6616a4030/wardrobe_gen_1762617377675_1_White-Button-Down-Shirt.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/bc458b7d-97a8-490e-99e0-7de6616a4030/wardrobe_gen_1762617377675_1_White-Button-Down-Shirt.png,smooth,,,,,,,,,,,,,,
00faa9aa-e04e-4114-a452-5c774a95a861,aa7b689e-0698-40db-8a5b-ed84ba62266c,2025-12-02 08:36:08.021672+00,2025-12-02 08:36:16.900872+00,White Sheer Dupatta,Accessories,white,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/aa7b689e-0698-40db-8a5b-ed84ba62266c/wardrobe_gen_1764664567403_1_White-Sheer-Dupatta.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/aa7b689e-0698-40db-8a5b-ed84ba62266c/wardrobe_gen_1764664567403_1_White-Sheer-Dupatta.png,soft,white,chiffon,solid,flowy,full_length,"[""ethnic"",""classic"",""elegant""]",semi_formal,"Drape this sheer dupatta for an elegant, festive look. Pairs well with traditional Indian attire.","[""festive"",""religious"",""wedding_guest"",""party""]","[""spring"",""summer"",""fall""]",all_weather,"solid color, no pattern",Dupatta,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/aa7b689e-0698-40db-8a5b-ed84ba62266c/wardrobe_gen_1764664567403_1_White-Sheer-Dupatta.png
0104737c-188a-4564-8cc2-847f910d0fd2,61412279-f999-4d28-8b89-a169bce2deb8,2025-11-10 04:08:50.659957+00,2025-11-10 04:08:50.659957+00,Blue Backpack,Accessories,#5D99C6,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/61412279-f999-4d28-8b89-a169bce2deb8/wardrobe_gen_1762747726483_3_Blue-Backpack.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/61412279-f999-4d28-8b89-a169bce2deb8/wardrobe_gen_1762747726483_3_Blue-Backpack.png,smooth,,,,,,,,,,,,,,
011245e2-f09f-4a0d-b1be-3ead2b4b109d,f8800962-b68f-4202-b221-a73b1506a59a,2025-11-11 00:01:20.771126+00,2025-11-11 00:01:20.771126+00,Patterned Mesh Long Sleeve Crop Top,Tops,#2C3E50,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/f8800962-b68f-4202-b221-a73b1506a59a/wardrobe_gen_1762819276246_0_Patterned-Mesh-Long-Sleeve-Crop-Top.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/f8800962-b68f-4202-b221-a73b1506a59a/wardrobe_gen_1762819276246_0_Patterned-Mesh-Long-Sleeve-Crop-Top.png,smooth,,,,,,,,,,,,,,
01196942-d7b8-4737-9c43-2df6ec9c2ac9,f092eb78-0d65-483d-91c3-c2ba00ae338d,2025-11-08 11:34:11.673634+00,2025-11-08 11:34:11.673634+00,Brown Cargo Pants,Bottoms,#A67D3D,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/f092eb78-0d65-483d-91c3-c2ba00ae338d/wardrobe_gen_1762601650603_1_Brown-Cargo-Pants.png,https://rgmlgeomgpzysqgqvhwm.supabase.co/storage/v1/object/public/outfits/f092eb78-0d65-483d-91c3-c2ba00ae338d/wardrobe_gen_1762601650603_1_Brown-Cargo-Pants.png,smooth,,,,,,,,,,,,,,
